city,zipcode,property_type,room_type,bed_type,location_group,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,price_per_accommodation
105,2,1,2,5,11,40.72125411,-73.99272312,2.0,1.0,1.0,1.0,75.0,88.0,37.5
105,2,1,1,5,11,40.72263964,-73.98444769,3.0,1.0,1.0,1.0,203.0,365.0,67.66666666666667
33,114,1,1,5,11,40.68397447,-73.98289932,6.0,2.5,3.0,3.0,1250.0,365.0,208.33333333333334
105,1,1,2,5,14,40.7522423,-73.99486954,2.0,1.0,1.0,1.0,69.0,358.0,34.5
105,2,1,1,5,11,40.71505247,-73.99229505,2.0,1.0,1.0,1.0,140.0,118.0,70.0
33,108,1,2,5,11,40.71267975,-73.95174727,1.0,1.0,1.0,1.0,110.0,365.0,110.0
105,2,1,1,5,11,40.72112989,-73.98394728,3.0,1.0,1.0,1.0,130.0,348.0,43.333333333333336
33,103,1,1,5,11,40.70652889,-73.94620189,2.0,1.0,1.0,2.0,150.0,140.0,75.0
33,112,1,2,5,11,40.67108927,-73.98602999,2.0,1.0,1.0,1.0,120.0,363.0,60.0
105,1,1,1,5,14,40.74960087,-73.99883862,4.0,1.0,2.0,2.0,250.0,365.0,62.5
33,103,1,1,5,11,40.70947549,-73.94289992,2.0,1.0,1.0,1.0,150.0,93.0,75.0
33,136,1,2,5,11,40.71641044,-73.96182073,2.0,1.0,1.0,1.0,87.0,0.0,43.5
105,13,1,1,5,11,40.74049161,-73.99950878,5.0,1.0,1.0,3.0,200.0,365.0,40.0
105,1,1,2,5,11,40.74563593,-73.99092233,2.0,1.1162872739425898,1.0,1.0,140.0,365.0,70.0
33,118,11,1,5,11,40.68944087,-73.9375964,2.0,1.0,2.0,2.0,75.0,218.0,37.5
105,49,1,2,5,14,40.77971577,-73.94964396,1.0,1.1162872739425898,1.0,1.0,160.0,365.0,160.0
105,2,1,3,5,11,40.71936108,-73.98471052,2.0,1.0,1.0,2.0,89.0,365.0,44.5
33,133,1,1,5,12,40.7038424,-73.93047903,4.0,1.0,1.0,1.0,71.0,0.0,17.75
105,13,1,1,5,11,40.74341443,-74.00204439,6.0,1.0,2.0,3.0,199.0,277.0,33.166666666666664
105,34,1,2,5,17,40.83425626,-73.94757553,2.0,1.0,1.0,1.0,70.0,359.0,35.0
105,3,1,1,5,11,40.73694252,-73.98591601,2.0,1.0,0.0,1.0,150.0,16.0,75.0
33,103,9,3,5,11,40.70308655,-73.9386308,3.0,1.0,1.0,3.0,50.0,0.0,16.666666666666668
105,14,1,2,5,11,40.72876704,-73.99918191,1.0,1.0,1.0,1.0,80.0,350.0,80.0
105,26,1,1,5,14,40.79313882,-73.96799288,2.0,1.0,1.0,1.0,165.0,28.0,82.5
105,2,1,1,5,11,40.7210597,-73.9838436,4.0,1.0,1.0,1.0,415.0,181.0,103.75
105,1,1,1,5,11,40.74677042,-73.99194359,2.0,1.0,1.0,1.0,400.0,359.0,200.0
105,25,1,1,5,14,40.78334686,-73.9769703,5.0,1.0,1.0,3.0,199.0,3.0,39.8
105,47,1,1,5,14,40.77041237,-73.95166926,3.0,1.0,1.0,1.0,125.0,268.0,41.666666666666664
105,47,1,1,5,14,40.77017615,-73.94874133,4.0,1.0,0.0,2.0,104.0,320.0,26.0
105,10,11,1,5,11,40.72488294,-73.97995918,6.0,2.5,2.0,4.0,900.0,4.0,150.0
33,103,1,2,5,11,40.70738136,-73.93276503,2.0,1.0,1.0,1.0,75.0,364.0,37.5
105,10,1,1,5,11,40.7228663,-73.98240003,3.0,1.0,1.0,1.0,150.0,351.0,50.0
105,38,1,1,5,14,40.7635992,-73.99368456,4.0,1.0,2.0,2.0,169.0,365.0,42.25
105,13,1,1,5,11,40.73983048,-74.00036059,2.0,1.0,0.0,1.0,150.0,9.0,75.0
33,134,1,1,5,11,40.68706905,-73.96570834,4.0,1.0,1.0,2.0,150.0,266.0,37.5
105,26,1,1,5,14,40.79970529,-73.97113783,2.0,1.0,1.0,1.0,125.0,362.0,62.5
105,26,1,1,5,14,40.7994735,-73.96700333,2.0,1.0,1.0,1.0,150.0,362.0,75.0
105,108,1,2,5,11,40.72013417,-73.98548482,4.0,1.0,1.0,2.0,99.0,331.0,24.75
105,10,1,2,5,11,40.72444232,-73.98333636,2.0,1.0,1.0,1.0,95.0,119.0,47.5
105,26,1,1,5,14,40.80085612,-73.97030692,2.0,1.0,0.0,2.0,145.0,102.0,72.5
105,26,1,1,5,14,40.79231845,-73.97091052,4.0,1.0,1.0,1.0,199.0,364.0,49.75
105,13,1,1,5,11,40.7380655,-73.99565945,3.0,1.0,1.0,1.0,199.0,364.0,66.33333333333333
33,127,11,1,5,11,40.67713898,-74.0113036,8.0,2.0,2.0,3.0,299.0,365.0,37.375
105,2,1,2,5,11,40.72089635,-73.98718228,2.0,1.0,1.0,1.0,99.0,54.0,49.5
105,26,1,1,5,14,40.79981519,-73.96721972,5.0,1.0,2.0,2.0,250.0,206.0,50.0
33,115,11,2,5,8,40.65452678,-73.97606976,3.0,1.0,1.0,2.0,100.0,362.0,33.333333333333336
105,16,1,1,5,11,40.74020906,-74.00389934,2.0,1.0,0.0,1.0,111.0,359.0,55.5
105,21,1,1,5,14,40.76967763,-73.95930017,4.0,1.0,1.0,2.0,160.0,86.0,40.0
105,1,1,1,5,14,40.75100905,-73.99574641,2.0,1.0,1.0,1.0,175.0,307.0,87.5
33,136,1,1,5,11,40.71703028,-73.96032406,4.0,2.0,1.0,1.0,300.0,10.0,75.0
105,17,1,2,5,11,40.74573687,-73.97579191,2.0,1.0,1.0,1.0,150.0,365.0,75.0
105,2,1,1,5,11,40.71795152,-73.98958387,2.0,1.0,1.0,1.0,125.0,357.0,62.5
120,92,1,2,5,15,40.76517277,-73.91987342,1.0,1.0,1.0,1.0,90.0,25.0,90.0
33,108,14,1,5,11,40.70808931,-73.95384239,10.0,1.0,4.0,5.0,199.0,355.0,19.9
105,17,1,1,5,11,40.74699411,-73.97561669,2.0,1.0,0.0,1.0,150.0,182.0,75.0
105,17,1,2,5,11,40.74630059,-73.97926479,1.0,1.0,1.0,1.0,130.0,291.0,130.0
105,51,1,1,5,11,40.70956118,-74.01578168,5.0,1.0,2.0,3.0,225.0,275.0,45.0
33,108,1,2,5,11,40.71300629,-73.96128538,1.0,1.1162872739425898,1.0,1.0,88.0,365.0,88.0
33,103,1,2,5,11,40.7064469,-73.93700235,4.0,1.0,1.0,2.0,50.0,337.0,12.5
33,114,1,1,5,11,40.67835793,-73.97826548,2.0,1.0,1.0,1.0,120.0,89.0,60.0
105,2,15,1,5,11,40.71648083,-73.99120419,4.0,1.0,0.0,2.0,200.0,365.0,50.0
105,10,1,1,5,11,40.72230158,-73.98128381,2.0,1.0,1.0,1.0,275.0,10.0,137.5
33,134,1,2,5,11,40.68371982,-73.96087438,2.0,2.0,1.0,1.0,90.0,365.0,45.0
105,2,1,1,4,11,40.72016104,-73.99402933,4.0,1.0,1.0,1.0,240.0,89.0,60.0
105,20,1,2,5,14,40.76435271,-73.98756102,2.0,1.0,1.0,1.0,125.0,2.0,62.5
105,25,1,1,5,14,40.78567548,-73.97698496,4.0,1.0,1.0,1.0,200.0,46.0,50.0
105,2,1,2,5,11,40.721406,-73.98822592,1.0,1.0,1.0,1.0,100.0,333.0,100.0
105,24,1,1,5,14,40.77882261,-73.97598728,4.0,1.0,1.0,1.0,350.0,251.0,87.5
33,108,1,2,5,11,40.70957872,-73.96354124,2.0,1.0,1.0,1.0,200.0,69.0,100.0
105,24,1,2,5,14,40.77842263,-73.97481189,2.0,1.0,1.0,1.0,95.0,265.0,47.5
105,15,1,1,5,11,40.72047236,-74.00048927,2.0,1.0,1.0,1.0,315.0,365.0,157.5
120,93,11,1,3,15,40.75424803,-73.91509621,5.0,1.0,1.0,3.0,98.0,321.0,19.6
33,134,1,1,5,11,40.68407358,-73.96317614,3.0,1.0,2.0,1.0,159.0,365.0,53.0
105,49,1,2,5,14,40.78212825,-73.95066806,1.0,1.0,1.0,1.0,149.0,0.0,149.0
105,14,1,1,5,11,40.72796556,-73.99867328,2.0,1.0,2.0,2.0,150.0,315.0,75.0
105,13,1,2,5,11,40.74266028,-73.99159208,2.0,1.0,1.0,1.0,129.0,1.0,64.5
105,25,1,2,5,14,40.78498139,-73.97752744,2.0,1.0,1.0,1.0,90.0,72.0,45.0
105,13,1,2,5,11,40.74604725,-73.99905516,2.0,1.0,1.0,1.0,125.0,365.0,62.5
105,2,1,2,5,11,40.72206595,-73.98815205,1.0,1.0,1.0,1.0,70.0,357.0,70.0
105,3,1,1,5,11,40.72619733,-73.98944754,2.0,1.0,1.0,1.0,175.0,347.0,87.5
105,2,1,2,5,11,40.71806367,-73.98492939,2.0,1.0,1.0,1.0,58.0,365.0,29.0
105,13,1,2,5,11,40.73334902,-73.99716488,2.0,1.0,1.0,1.0,139.0,336.0,69.5
105,24,1,1,5,14,40.78187303,-73.97767662,2.0,1.0,0.0,2.0,149.0,197.0,74.5
105,17,1,1,5,14,40.74960112,-73.97866764,2.0,1.0,0.0,1.0,165.0,26.0,82.5
33,127,1,2,5,11,40.68185288,-73.99140527,2.0,1.0,1.0,2.0,160.0,365.0,80.0
105,13,1,1,5,11,40.74753308,-74.00331682,2.0,1.0,1.0,1.0,200.0,359.0,100.0
105,10,1,1,5,11,40.7270723,-73.97894391,2.0,1.0,1.0,1.0,130.0,345.0,65.0
105,1,1,3,5,14,40.75409405,-73.99626915,2.0,1.0,1.0,1.0,149.0,365.0,74.5
105,2,14,2,5,11,40.72015839,-73.99461423,2.0,1.0,1.0,2.0,75.0,243.0,37.5
33,118,1,1,5,12,40.6881079,-73.92397742,5.0,1.0,2.0,2.0,95.0,352.0,19.0
105,13,1,2,5,11,40.74802623,-74.00048277,2.0,1.0,1.0,1.0,99.0,90.0,49.5
33,119,1,2,5,11,40.72252717,-73.94001835,2.0,1.0,1.0,1.0,85.0,365.0,42.5
105,45,1,2,5,14,40.76749131,-73.95532799,2.0,1.0,1.0,1.0,99.0,361.0,49.5
33,108,1,2,5,11,40.71296471,-73.96220765,2.0,1.0,1.0,1.0,110.0,46.0,55.0
33,136,1,1,5,11,40.71746247,-73.9561002,2.0,1.0,1.0,1.0,175.0,319.0,87.5
105,25,1,1,5,14,40.78523562,-73.9726132,3.0,1.0,1.0,1.0,399.0,353.0,133.0
105,3,1,1,5,11,40.73184966,-73.99183855,3.0,1.0,1.0,1.0,130.0,19.0,43.333333333333336
88,91,1,2,5,15,40.75434219,-73.9212648,2.0,1.0,1.0,1.0,65.0,356.0,32.5
93,14,1,1,5,11,40.72773466,-74.00013011,6.0,1.0,2.0,3.0,265.0,348.0,44.166666666666664
33,119,1,2,5,11,40.71672516,-73.95681256,2.0,1.0,1.0,1.0,95.0,332.0,47.5
105,21,1,1,5,14,40.76914363,-73.95769344,4.0,1.0,1.0,2.0,200.0,120.0,50.0
105,13,1,2,1,14,40.75000758,-73.99855992,1.0,1.0,1.0,1.0,85.0,358.0,85.0
105,25,1,1,5,14,40.78524622,-73.97197411,4.0,1.0,1.0,2.0,200.0,178.0,50.0
105,13,1,1,5,11,40.7413973,-74.0041117,3.0,1.0,1.0,2.0,250.0,312.0,83.33333333333333
33,112,1,1,5,11,40.67558759,-73.98362481,2.0,1.0,1.0,1.0,179.0,365.0,89.5
104,25,1,1,5,14,40.78544403,-73.97030495,4.0,1.0,2.0,2.0,225.0,286.0,56.25
120,148,1,2,5,12,40.73916839,-73.85622358,2.0,1.0,1.0,1.0,59.0,365.0,29.5
33,134,1,1,5,11,40.68503802,-73.95862692,2.0,1.0,1.0,1.0,100.0,140.0,50.0
33,108,1,1,5,11,40.71876009,-73.9515957,3.0,1.0,0.0,1.0,120.0,241.0,40.0
105,13,1,1,5,11,40.74402854,-73.99581121,2.0,1.0,1.1356597680904155,1.0,225.0,347.0,112.5
33,118,1,1,5,11,40.68780526,-73.95617762,3.0,2.0,2.0,1.0,275.0,335.0,91.66666666666667
33,134,11,1,5,11,40.68378212,-73.96328337,2.0,1.5,1.0,1.0,275.0,365.0,137.5
105,10,11,1,5,11,40.72592084,-73.97991172,6.0,2.5,3.0,4.0,900.0,193.0,150.0
33,103,1,2,5,11,40.70364509,-73.94074383,2.0,2.0,1.0,1.0,100.0,365.0,50.0
33,108,1,2,5,11,40.7178509,-73.95509716,2.0,1.0,1.0,1.0,99.0,365.0,49.5
105,40,1,2,5,11,40.71230374,-73.99945617,2.0,1.0,1.0,1.0,125.0,362.0,62.5
105,47,1,2,5,14,40.77061845,-73.95198659,2.0,1.0,1.0,1.0,135.0,138.0,67.5
33,127,1,1,5,11,40.68454334,-73.99961425,4.0,1.0,0.0,3.0,175.0,318.0,43.75
105,14,1,2,5,11,40.73332407,-73.99486842,1.0,1.0,1.0,1.0,99.0,362.0,99.0
33,103,1,2,5,11,40.70731382,-73.94089369,2.0,1.0,1.0,1.0,55.0,353.0,27.5
33,127,1,1,5,11,40.68534181,-73.99296794,4.0,1.0,2.0,1.0,175.0,347.0,43.75
33,115,1,1,5,8,40.65270831,-73.97485098,2.0,1.0,1.0,1.0,105.0,330.0,52.5
105,10,1,2,5,11,40.72207298,-73.98490525,1.0,1.0,1.0,1.0,89.0,365.0,89.0
105,24,1,1,5,14,40.77157173,-73.98108812,2.0,1.0,1.0,1.0,299.0,151.0,149.5
33,108,11,1,5,11,40.71786591,-73.94841789,6.0,2.0,2.0,2.0,299.0,345.0,49.833333333333336
105,2,1,1,5,11,40.71817826,-73.99033603,2.0,1.0,1.0,1.0,149.0,88.0,74.5
105,43,1,2,5,14,40.7671743,-73.9445406,2.0,1.0,1.0,1.0,90.0,365.0,45.0
33,108,1,1,3,11,40.71199807,-73.94063938,2.0,1.0,1.0,1.0,120.0,334.0,60.0
33,123,1,2,5,8,40.63807389,-73.95821215,1.0,1.0,1.0,1.0,75.0,365.0,75.0
105,13,1,1,5,11,40.74750511,-74.00625565,2.0,1.0,1.0,1.0,220.0,0.0,110.0
33,114,1,2,5,11,40.67451584,-73.98965568,2.0,1.5,1.0,2.0,95.0,365.0,47.5
120,91,1,2,5,14,40.74985023,-73.95247113,1.0,1.0,1.0,1.0,95.0,185.0,95.0
105,45,1,1,5,14,40.7636905,-73.96027321,2.0,1.0,1.0,1.0,100.0,147.0,50.0
33,114,1,2,5,11,40.67879293,-73.97785744,2.0,1.0,1.0,1.0,120.0,361.0,60.0
105,26,1,1,5,14,40.79842658,-73.97202185,6.0,1.0,2.0,4.0,150.0,0.0,25.0
33,127,1,1,5,11,40.68174877,-74.00018298,6.0,2.0,3.0,3.0,250.0,131.0,41.666666666666664
33,108,1,2,5,11,40.70895872,-73.95080317,1.0,1.0,1.0,1.0,130.0,365.0,130.0
105,24,1,1,5,14,40.77184368,-73.97900167,3.0,1.0,1.0,1.0,250.0,346.0,83.33333333333333
33,123,2,2,5,8,40.64513239,-73.94944316,1.0,1.0,1.0,1.0,89.0,365.0,89.0
105,1,1,1,5,11,40.74768414,-73.98937797,4.0,1.0,1.0,1.0,399.0,335.0,99.75
33,108,1,2,5,11,40.71982551,-73.94271307,2.0,1.0,1.0,1.0,99.0,50.0,49.5
33,128,1,2,5,8,40.65211146,-74.00668589,2.0,1.0,1.0,1.0,75.0,27.0,37.5
105,26,1,2,5,14,40.79500264,-73.96922409,1.0,2.0,1.0,1.0,99.0,335.0,99.0
33,136,1,2,5,11,40.71426112,-73.96413786,5.0,1.0,1.0,1.0,84.0,365.0,16.8
105,16,1,1,5,11,40.72838419,-74.00462233,2.0,1.0,0.0,1.0,235.0,327.0,117.5
33,117,11,2,5,8,40.63497469,-74.00754448,4.0,1.0,1.0,2.0,100.0,365.0,25.0
105,2,1,2,5,11,40.72131816,-73.98645633,1.0,1.0,1.0,1.0,80.0,336.0,80.0
105,15,1,1,5,11,40.7273633,-74.00548059,6.0,2.0,1.0,2.0,489.0,362.0,81.5
105,17,1,1,5,11,40.74641594,-73.981969,3.0,1.0,1.0,1.0,225.0,277.0,75.0
33,119,1,2,5,11,40.73303157,-73.95152541,2.0,1.5,1.0,1.0,79.0,365.0,39.5
105,47,1,2,5,14,40.77355379,-73.9555055,1.0,1.0,1.0,1.0,100.0,365.0,100.0
105,10,1,2,5,11,40.7233263,-73.97947577,4.0,1.0,1.0,1.0,100.0,0.0,25.0
33,134,1,1,5,11,40.68533063,-73.9680826,3.0,1.0,1.0,1.0,129.0,209.0,43.0
105,17,1,2,5,11,40.74617925,-73.97898619,2.0,1.0,1.0,1.0,111.0,364.0,55.5
105,45,1,2,5,14,40.76202973,-73.9618293,2.0,1.0,1.0,1.0,130.0,29.0,65.0
105,13,1,1,5,11,40.74729396,-74.00157925,2.0,1.0,1.0,1.0,185.0,56.0,92.5
105,47,1,1,5,14,40.77537494,-73.95558623,2.0,1.0,1.0,1.0,155.0,329.0,77.5
33,115,1,2,5,8,40.64941332,-73.97052278,2.0,1.0,1.0,1.0,95.0,365.0,47.5
120,92,1,2,5,15,40.76480905,-73.9224356,2.0,1.5,1.0,1.0,80.0,335.0,40.0
105,13,1,1,5,11,40.74341843,-73.99900566,4.0,1.0,1.0,4.0,245.0,365.0,61.25
33,103,14,2,5,11,40.70617412,-73.93774127,2.0,1.0,1.0,1.0,50.0,364.0,25.0
120,92,1,1,5,15,40.77140407,-73.91969288,2.0,1.0,1.0,1.0,175.0,335.0,87.5
33,108,1,3,5,11,40.71545598,-73.95184985,2.0,1.0,1.0,1.0,80.0,365.0,40.0
120,94,1,2,5,12,40.74435403,-73.92161947,3.0,1.0,1.0,1.0,90.0,365.0,30.0
33,112,1,2,5,8,40.66693555,-73.99298796,1.0,1.0,1.0,1.0,90.0,30.0,90.0
105,2,1,2,5,11,40.72054823,-73.98402885,2.0,1.0,1.0,1.0,159.0,365.0,79.5
120,96,1,1,5,15,40.76426438,-73.9228581,2.0,1.0,0.0,1.0,90.0,235.0,45.0
105,20,1,1,5,14,40.76521935,-73.98748402,8.0,1.0,3.0,4.0,149.0,328.0,18.625
33,108,1,1,5,11,40.71220179,-73.94674377,3.0,1.0,1.0,1.0,150.0,219.0,50.0
33,113,1,2,5,11,40.67255029,-73.95190741,2.0,1.0,1.0,1.0,89.0,351.0,44.5
33,114,11,1,5,11,40.6753465,-73.97654272,6.0,2.5,3.0,4.0,495.0,345.0,82.5
105,45,1,1,5,14,40.76529991,-73.96338723,2.0,1.0,0.0,1.0,150.0,44.0,75.0
105,10,1,2,5,11,40.72014128,-73.97879882,1.0,1.0,1.0,3.0,105.0,365.0,105.0
33,122,1,1,5,8,40.66073406,-73.94541642,4.0,1.0,1.0,1.0,109.0,365.0,27.25
155,155,1,2,5,12,40.74333277,-73.89620945,2.0,1.0,1.0,1.0,89.0,364.0,44.5
139,54,11,1,5,7,40.63692658,-74.08321277,2.0,1.0,1.0,1.0,75.0,364.0,37.5
105,1,1,2,5,11,40.74750774,-74.0008641,2.0,1.0,1.0,1.0,100.0,338.0,50.0
105,25,1,3,4,14,40.77972879,-73.96642184,2.0,1.0,1.0,1.0,109.0,365.0,54.5
105,2,1,1,5,11,40.72029105,-73.98214483,3.0,1.0,1.0,1.0,145.0,363.0,48.333333333333336
105,26,1,2,5,14,40.79389571,-73.97528426,1.0,2.0,1.0,1.0,83.0,193.0,83.0
120,92,1,2,5,15,40.76675755,-73.92562833,2.0,1.0,1.0,1.0,60.0,279.0,30.0
33,114,1,1,5,11,40.68752477,-73.98750535,3.0,1.0,1.0,1.0,175.0,30.0,58.333333333333336
105,29,1,2,5,14,40.77645178,-73.95366412,2.0,1.0,1.0,1.0,135.0,365.0,67.5
105,10,1,2,5,11,40.72194197,-73.98002834,2.0,2.0,1.0,1.0,82.0,8.0,41.0
105,26,1,2,5,14,40.79165223,-73.97229613,1.0,1.0,1.0,1.0,120.0,317.0,120.0
33,125,1,3,5,8,40.60834111,-73.95322108,2.0,1.0,1.0,1.0,60.0,365.0,30.0
33,117,11,2,5,8,40.62830493,-74.01607798,2.0,1.0,1.0,1.0,40.0,365.0,20.0
33,99,1,2,4,11,40.68508135,-73.98950426,2.0,1.0,1.0,1.0,165.0,306.0,82.5
33,108,1,1,5,11,40.7131144,-73.94524551,2.0,1.0,1.0,2.0,115.0,358.0,57.5
33,103,1,1,5,11,40.7054104,-73.94217276,5.0,1.1162872739425898,2.0,3.0,120.0,341.0,24.0
33,108,1,2,5,11,40.71409791,-73.96018708,2.0,1.0,1.0,1.0,115.0,363.0,57.5
33,102,1,2,5,11,40.69496107,-73.96782121,2.0,1.0,1.0,1.0,70.0,364.0,35.0
105,3,1,1,5,11,40.73384869,-73.99281052,8.0,2.0,4.0,5.0,1200.0,365.0,150.0
33,123,1,2,5,8,40.64434452,-73.94831178,1.0,1.0,1.0,1.0,65.0,90.0,65.0
120,155,1,2,5,12,40.73606882,-73.92381048,2.0,1.0,1.0,1.0,49.0,307.0,24.5
105,21,1,1,5,14,40.7702301,-73.95351019,2.0,1.0,1.0,1.0,100.0,2.0,50.0
120,96,1,1,5,15,40.76368716,-73.92290727,3.0,1.0,1.0,1.0,125.0,363.0,41.666666666666664
105,2,1,1,5,11,40.71804445,-73.99146808,8.0,2.0,2.0,4.0,369.0,340.0,46.125
105,10,1,1,5,11,40.72229652,-73.98210174,2.0,1.0,1.0,1.0,95.0,153.0,47.5
33,100,1,1,5,8,40.6470308,-73.94777282,3.0,1.0,1.0,1.0,65.0,9.0,21.666666666666668
33,112,1,1,5,11,40.66900506,-73.98291216,4.0,1.0,2.0,2.0,230.0,357.0,57.5
33,115,1,2,3,8,40.64073362,-73.9707835,2.0,1.0,1.0,1.0,69.0,347.0,34.5
33,127,11,1,5,11,40.67880689,-73.9937882,12.0,3.0,5.0,5.0,995.0,365.0,82.91666666666667
105,29,1,2,5,14,40.78038217,-73.95897241,2.0,1.0,1.0,1.0,135.0,363.0,67.5
33,108,1,2,5,11,40.71179844,-73.95326637,1.0,1.0,1.0,1.0,80.0,335.0,80.0
105,17,1,1,5,11,40.7462119,-73.98522892,2.0,1.0,1.0,1.0,215.0,365.0,107.5
105,13,1,1,5,11,40.73978893,-73.99876948,2.0,1.0,1.0,1.0,165.0,336.0,82.5
105,13,1,1,5,11,40.74026028,-74.00079486,3.0,1.0,1.0,1.0,225.0,25.0,75.0
33,102,1,1,5,11,40.69237827,-73.9683569,3.0,1.0,1.0,1.0,145.0,307.0,48.333333333333336
105,29,1,2,5,14,40.77693135,-73.95631582,2.0,2.0,1.0,1.0,74.0,365.0,37.0
105,14,1,1,5,11,40.72965397,-74.00024265,2.0,1.0,2.0,2.0,150.0,11.0,75.0
105,47,1,1,5,14,40.76915989,-73.95456649,2.0,1.0,0.0,1.0,300.0,329.0,150.0
105,10,1,1,5,11,40.72435105,-73.98266787,5.0,1.0,2.0,2.0,320.0,321.0,64.0
105,21,1,1,5,14,40.77251945,-73.95580742,4.0,1.0,1.0,2.0,1500.0,312.0,375.0
33,103,1,1,5,11,40.70516936,-73.93658591,8.0,1.0,3.0,3.0,229.0,276.0,28.625
33,114,1,1,5,11,40.67505812,-73.97152062,2.0,1.0,0.0,2.0,175.0,365.0,87.5
105,29,1,2,5,14,40.77462442,-73.95460852,2.0,1.0,1.0,1.0,105.0,351.0,52.5
28,69,1,2,5,15,40.81290975,-73.90772491,4.0,1.0,1.0,2.0,55.0,360.0,13.75
105,13,1,1,5,11,40.74185539,-73.99618324,2.0,1.0,1.0,2.0,215.0,357.0,107.5
33,107,9,2,5,8,40.63483523,-73.95118583,1.0,1.0,1.0,1.0,65.0,365.0,65.0
33,104,11,1,5,12,40.6835192,-73.90967255,2.0,1.0,1.0,1.0,99.0,354.0,49.5
105,10,1,1,5,11,40.72835176,-73.98148866,3.0,1.0,1.0,1.0,160.0,259.0,53.333333333333336
105,43,1,1,5,14,40.76211204,-73.94890387,3.0,1.0,0.0,2.0,115.0,337.0,38.333333333333336
120,149,11,2,5,15,40.76581551,-73.88093369,4.0,1.0,1.0,2.0,80.0,365.0,20.0
120,92,1,2,5,15,40.76972201,-73.92060334,2.0,1.0,1.0,1.0,79.0,146.0,39.5
33,108,11,1,5,11,40.71334685,-73.9467978,6.0,1.0,2.0,4.0,210.0,215.0,35.0
105,14,1,1,5,11,40.72903976,-74.00128833,3.0,1.0,1.0,1.0,340.0,3.0,113.33333333333333
105,45,1,2,5,14,40.76158227,-73.96030871,2.0,1.0,1.0,1.0,100.0,188.0,50.0
33,108,1,3,2,11,40.71438459,-73.96620068,2.0,1.0,1.0,1.0,78.0,336.0,39.0
105,2,1,2,5,11,40.710313,-73.98710242,1.0,1.5,1.0,1.0,80.0,351.0,80.0
105,17,1,1,5,11,40.74495768,-73.974201,2.0,1.0,1.0,1.0,129.0,5.0,64.5
105,14,1,1,5,11,40.72810981,-74.00052051,5.0,1.0,2.0,2.0,600.0,345.0,120.0
33,115,11,1,5,8,40.64954137,-73.97939585,8.0,3.0,4.0,7.0,389.0,221.0,48.625
105,10,1,2,5,11,40.72493974,-73.9768108,1.0,1.0,1.0,1.0,89.0,233.0,89.0
33,108,1,1,5,11,40.71013025,-73.96261784,3.0,1.0,1.0,1.0,150.0,89.0,50.0
105,40,1,2,5,11,40.70740796,-74.00102021,1.0,1.0,1.0,1.0,80.0,364.0,80.0
105,2,1,1,5,11,40.71344379,-73.99037468,3.0,1.0,1.0,1.0,145.0,282.0,48.333333333333336
105,22,1,1,5,14,40.76310458,-73.96203531,4.0,2.5,2.0,2.0,600.0,338.0,150.0
120,92,11,2,5,15,40.77611026,-73.91835251,2.0,1.5,1.0,1.0,69.0,335.0,34.5
105,43,1,2,5,14,40.76225469,-73.95012245,2.0,1.0,1.0,1.0,65.0,359.0,32.5
33,106,1,1,5,8,40.6348944,-74.03224424,2.0,1.0,1.0,1.0,70.0,14.0,35.0
105,2,1,2,5,11,40.71922256,-73.984718,2.0,1.0,1.0,2.0,58.0,283.0,29.0
105,10,1,2,5,11,40.72770561,-73.98171566,1.0,1.0,1.0,1.0,75.0,272.0,75.0
120,93,1,3,2,15,40.76688921,-73.91832985,1.0,1.0,1.0,1.0,75.0,358.0,75.0
33,113,11,1,5,11,40.67138256,-73.94949369,5.0,1.0,3.0,3.0,235.0,238.0,47.0
105,26,1,2,5,14,40.79869111,-73.95934984,2.0,1.0,1.0,1.0,64.0,277.0,32.0
105,25,1,2,5,14,40.78143783,-73.9791423,2.0,1.0,1.0,1.0,70.0,29.0,35.0
105,29,1,1,5,14,40.77265793,-73.94676289,2.0,1.0,0.0,1.0,153.0,364.0,76.5
105,38,1,1,5,14,40.76146964,-73.99151589,2.0,1.0,1.0,1.0,170.0,337.0,85.0
105,1,1,1,5,14,40.75246497,-74.00317059,2.0,1.0,1.0,1.0,130.0,233.0,65.0
105,12,1,1,5,11,40.73819825,-73.98690166,3.0,1.0,1.0,1.0,165.0,58.0,55.0
105,33,1,3,5,14,40.82331627,-73.95074784,2.0,1.0,1.0,1.0,49.0,361.0,24.5
33,132,11,2,5,9,40.62669173,-73.90198025,2.0,1.5,1.0,1.0,44.0,27.0,22.0
105,41,1,1,5,17,40.83242362,-73.93724271,6.0,1.0,2.0,3.0,189.0,358.0,31.5
105,16,1,1,5,11,40.7344446,-74.00136355,2.0,1.0,0.0,1.0,199.0,62.0,99.5
105,14,1,1,5,11,40.72051545,-73.99571886,4.0,1.0,1.0,2.0,225.0,358.0,56.25
33,112,1,2,5,11,40.67129787,-73.98770525,1.0,1.0,1.0,1.0,75.0,364.0,75.0
120,158,1,2,1,12,40.71003162,-73.91705765,2.0,1.0,1.0,1.0,60.0,32.0,30.0
105,12,1,1,5,11,40.73692314,-73.98164545,2.0,1.0,1.0,1.0,160.0,20.0,80.0
33,133,14,2,5,12,40.70292782,-73.93063548,2.0,1.0,1.0,1.0,125.0,333.0,62.5
